prompt_id,question_id,answer_category,n_trials,verdict_k,p_positive,p_negative,p_uncertain,majority_verdict,semantic_entropy,h_norm,active_clusters,flip_rate,spacy_label,evidence_present,question_length,context_length,swap_type,swap_source_qid,swap_source_tag
P-Lee-Standard,bt_2321,correct,3,3,0.0,1.0,0.0,NEGATIVE,-0.0,0.0,1,0.0,EVENT,False,12,1923,same_type,dpql_4253,EVENT
P-Lee-Standard,bt_2321,obvious_wrong,3,3,0.0,0.0,1.0,UNCERTAIN,-0.0,0.0,1,0.0,EVENT,False,12,1923,same_type,dpql_4253,EVENT
P-Lee-Standard,dpql_1728,confusing_wrong,3,3,0.0,0.0,1.0,UNCERTAIN,-0.0,0.0,1,0.0,LAW,False,7,2000,same_type,odql_8642,LAW
P-Lee-Standard,dpql_1728,correct,3,3,0.0,1.0,0.0,NEGATIVE,-0.0,0.0,1,0.0,LAW,False,7,2000,same_type,odql_8642,LAW
P-Lee-Standard,dpql_1728,obvious_wrong,3,3,0.0,1.0,0.0,NEGATIVE,-0.0,0.0,1,0.0,LAW,False,7,2000,same_type,odql_8642,LAW
P-Lee-Standard,dpql_4253,confusing_wrong,3,3,0.0,0.3333333333333333,0.6666666666666666,UNCERTAIN,0.6365141682948128,0.5793801642856949,2,0.3333333333333333,EVENT,False,9,1583,same_type,bt_2321,EVENT
P-Lee-Standard,dpql_4253,correct,3,3,0.0,1.0,0.0,NEGATIVE,-0.0,0.0,1,0.0,EVENT,False,9,1583,same_type,bt_2321,EVENT
P-Lee-Standard,dpql_4253,obvious_wrong,3,3,0.0,0.0,1.0,UNCERTAIN,-0.0,0.0,1,0.0,EVENT,False,9,1583,same_type,bt_2321,EVENT
P-Lee-Standard,dpql_4600,confusing_wrong,3,3,0.0,0.0,1.0,UNCERTAIN,-0.0,0.0,1,0.0,ORDINAL,False,11,1243,same_type,bb_6022,ORDINAL
P-Lee-Standard,dpql_4600,correct,3,3,0.0,1.0,0.0,NEGATIVE,-0.0,0.0,1,0.0,ORDINAL,False,11,1243,same_type,bb_6022,ORDINAL
P-Lee-Standard,dpql_4600,obvious_wrong,3,3,0.0,1.0,0.0,NEGATIVE,-0.0,0.0,1,0.0,ORDINAL,False,11,1243,same_type,bb_6022,ORDINAL
P-Lee-Standard,jp_3011,confusing_wrong,3,3,0.0,1.0,0.0,NEGATIVE,-0.0,0.0,1,0.0,LANGUAGE,False,8,2000,same_type,qb_4264,LANGUAGE
P-Lee-Standard,jp_3011,correct,3,3,0.0,1.0,0.0,NEGATIVE,-0.0,0.0,1,0.0,LANGUAGE,False,8,2000,same_type,qb_4264,LANGUAGE
P-Lee-Standard,jp_3011,obvious_wrong,3,3,0.0,0.3333333333333333,0.6666666666666666,UNCERTAIN,0.6365141682948128,0.5793801642856949,2,0.3333333333333333,LANGUAGE,False,8,2000,same_type,qb_4264,LANGUAGE
P-Lee-Standard,jp_3306,confusing_wrong,3,3,0.0,0.0,1.0,UNCERTAIN,-0.0,0.0,1,0.0,CARDINAL,False,9,2000,same_type,qz_5083,CARDINAL
P-Lee-Standard,jp_3306,correct,3,3,0.0,1.0,0.0,NEGATIVE,-0.0,0.0,1,0.0,CARDINAL,False,9,2000,same_type,qz_5083,CARDINAL
P-Lee-Standard,jp_3306,obvious_wrong,3,3,0.0,0.0,1.0,UNCERTAIN,-0.0,0.0,1,0.0,CARDINAL,False,9,2000,same_type,qz_5083,CARDINAL
P-Lee-Standard,jp_487,confusing_wrong,3,3,0.0,0.0,1.0,UNCERTAIN,-0.0,0.0,1,0.0,DATE,False,9,2000,same_type,bb_8330,DATE
P-Lee-Standard,jp_487,correct,3,3,0.0,1.0,0.0,NEGATIVE,-0.0,0.0,1,0.0,DATE,False,9,2000,same_type,bb_8330,DATE
P-Lee-Standard,jp_487,obvious_wrong,3,3,0.0,0.6666666666666666,0.3333333333333333,NEGATIVE,0.6365141682948128,0.5793801642856949,2,0.3333333333333333,DATE,False,9,2000,same_type,bb_8330,DATE
P-Lee-Standard,jp_620,confusing_wrong,3,3,0.0,1.0,0.0,NEGATIVE,-0.0,0.0,1,0.0,LOC,False,8,2000,same_type,qf_1667,LOC
P-Lee-Standard,jp_620,correct,3,3,0.0,1.0,0.0,NEGATIVE,-0.0,0.0,1,0.0,LOC,False,8,2000,same_type,qf_1667,LOC
P-Lee-Standard,jp_620,obvious_wrong,3,3,0.0,0.0,1.0,UNCERTAIN,-0.0,0.0,1,0.0,LOC,False,8,2000,same_type,qf_1667,LOC
P-Lee-Standard,jp_67,confusing_wrong,3,3,0.0,0.0,1.0,UNCERTAIN,-0.0,0.0,1,0.0,PERSON,False,11,2000,same_type,sfq_13707,PERSON
P-Lee-Standard,jp_67,correct,3,3,0.0,1.0,0.0,NEGATIVE,-0.0,0.0,1,0.0,PERSON,False,11,2000,same_type,sfq_13707,PERSON
P-Lee-Standard,jp_67,obvious_wrong,3,3,0.0,1.0,0.0,NEGATIVE,-0.0,0.0,1,0.0,PERSON,False,11,2000,same_type,sfq_13707,PERSON
P-Lee-Standard,odql_11051,confusing_wrong,3,3,0.0,1.0,0.0,NEGATIVE,-0.0,0.0,1,0.0,MONEY,False,12,1002,same_type,bb_3546,MONEY
P-Lee-Standard,odql_11051,correct,3,3,0.0,0.6666666666666666,0.3333333333333333,NEGATIVE,0.6365141682948128,0.5793801642856949,2,0.3333333333333333,MONEY,False,12,1002,same_type,bb_3546,MONEY
P-Lee-Standard,odql_11051,obvious_wrong,3,3,0.0,0.6666666666666666,0.3333333333333333,NEGATIVE,0.6365141682948128,0.5793801642856949,2,0.3333333333333333,MONEY,False,12,1002,same_type,bb_3546,MONEY
P-Lee-Standard,odql_2231,confusing_wrong,3,3,0.0,0.0,1.0,UNCERTAIN,-0.0,0.0,1,0.0,TIME,False,14,2000,same_type,qz_4637,TIME
P-Lee-Standard,odql_2231,correct,3,3,0.0,1.0,0.0,NEGATIVE,-0.0,0.0,1,0.0,TIME,False,14,2000,same_type,qz_4637,TIME
P-Lee-Standard,odql_2231,obvious_wrong,3,3,0.0,1.0,0.0,NEGATIVE,-0.0,0.0,1,0.0,TIME,False,14,2000,same_type,qz_4637,TIME
P-Lee-Standard,odql_3814,confusing_wrong,3,3,0.0,0.0,1.0,UNCERTAIN,-0.0,0.0,1,0.0,QUANTITY,False,15,1588,same_type,sfq_12025,QUANTITY
P-Lee-Standard,odql_3814,correct,3,3,0.0,1.0,0.0,NEGATIVE,-0.0,0.0,1,0.0,QUANTITY,False,15,1588,same_type,sfq_12025,QUANTITY
P-Lee-Standard,odql_3814,obvious_wrong,3,3,0.0,1.0,0.0,NEGATIVE,-0.0,0.0,1,0.0,QUANTITY,False,15,1588,same_type,sfq_12025,QUANTITY
P-Lee-Standard,odql_8642,confusing_wrong,3,3,0.0,0.0,1.0,UNCERTAIN,-0.0,0.0,1,0.0,LAW,False,8,471,same_type,dpql_1728,LAW
P-Lee-Standard,odql_8642,correct,3,3,0.0,0.0,1.0,UNCERTAIN,-0.0,0.0,1,0.0,LAW,False,8,471,same_type,dpql_1728,LAW
P-Lee-Standard,odql_8642,obvious_wrong,3,3,0.0,0.0,1.0,UNCERTAIN,-0.0,0.0,1,0.0,LAW,False,8,471,same_type,dpql_1728,LAW
P-Lee-Standard,qb_2184,confusing_wrong,3,3,0.0,0.0,1.0,UNCERTAIN,-0.0,0.0,1,0.0,PRODUCT,False,8,2000,same_type,bb_614,PRODUCT
P-Lee-Standard,qb_2184,correct,3,3,0.0,1.0,0.0,NEGATIVE,-0.0,0.0,1,0.0,PRODUCT,False,8,2000,same_type,bb_614,PRODUCT
P-Lee-Standard,qb_2184,obvious_wrong,3,3,0.0,0.0,1.0,UNCERTAIN,-0.0,0.0,1,0.0,PRODUCT,False,8,2000,same_type,bb_614,PRODUCT
P-Lee-Standard,qb_3486,confusing_wrong,3,3,0.0,0.0,1.0,UNCERTAIN,-0.0,0.0,1,0.0,WORK_OF_ART,False,28,2000,same_type,qb_7855,WORK_OF_ART
P-Lee-Standard,qb_3486,correct,3,3,0.0,1.0,0.0,NEGATIVE,-0.0,0.0,1,0.0,WORK_OF_ART,False,28,2000,same_type,qb_7855,WORK_OF_ART
P-Lee-Standard,qb_3486,obvious_wrong,3,3,0.0,0.0,1.0,UNCERTAIN,-0.0,0.0,1,0.0,WORK_OF_ART,False,28,2000,same_type,qb_7855,WORK_OF_ART
P-Lee-Standard,qb_4264,confusing_wrong,3,3,0.0,1.0,0.0,NEGATIVE,-0.0,0.0,1,0.0,LANGUAGE,False,7,2000,same_type,jp_3011,LANGUAGE
P-Lee-Standard,qb_4264,correct,3,3,0.0,0.3333333333333333,0.6666666666666666,UNCERTAIN,0.6365141682948128,0.5793801642856949,2,0.3333333333333333,LANGUAGE,False,7,2000,same_type,jp_3011,LANGUAGE
P-Lee-Standard,qb_4264,obvious_wrong,3,3,0.0,0.0,1.0,UNCERTAIN,-0.0,0.0,1,0.0,LANGUAGE,False,7,2000,same_type,jp_3011,LANGUAGE
P-Lee-Standard,qb_7855,confusing_wrong,3,3,0.0,1.0,0.0,NEGATIVE,-0.0,0.0,1,0.0,WORK_OF_ART,False,23,2000,same_type,qb_3486,WORK_OF_ART
P-Lee-Standard,qb_7855,correct,3,3,0.0,1.0,0.0,NEGATIVE,-0.0,0.0,1,0.0,WORK_OF_ART,False,23,2000,same_type,qb_3486,WORK_OF_ART
P-Lee-Standard,qb_7855,obvious_wrong,3,3,0.0,1.0,0.0,NEGATIVE,-0.0,0.0,1,0.0,WORK_OF_ART,False,23,2000,same_type,qb_3486,WORK_OF_ART
P-Lee-Standard,qf_1667,confusing_wrong,3,3,0.0,0.0,1.0,UNCERTAIN,-0.0,0.0,1,0.0,LOC,False,12,346,same_type,jp_620,LOC
P-Lee-Standard,qf_1667,correct,3,3,0.0,0.0,1.0,UNCERTAIN,-0.0,0.0,1,0.0,LOC,False,12,346,same_type,jp_620,LOC
P-Lee-Standard,qf_1667,obvious_wrong,3,3,0.0,0.0,1.0,UNCERTAIN,-0.0,0.0,1,0.0,LOC,False,12,346,same_type,jp_620,LOC
P-Lee-Standard,qf_2971,confusing_wrong,3,3,0.0,0.0,1.0,UNCERTAIN,-0.0,0.0,1,0.0,UNTAGGED,False,13,1620,same_type,sfq_1068,UNTAGGED
P-Lee-Standard,qf_2971,correct,3,3,0.0,1.0,0.0,NEGATIVE,-0.0,0.0,1,0.0,UNTAGGED,False,13,1620,same_type,sfq_1068,UNTAGGED
P-Lee-Standard,qf_2971,obvious_wrong,3,3,0.0,0.6666666666666666,0.3333333333333333,NEGATIVE,0.6365141682948128,0.5793801642856949,2,0.3333333333333333,UNTAGGED,False,13,1620,same_type,sfq_1068,UNTAGGED
P-Lee-Standard,qg_1241,confusing_wrong,3,3,0.0,1.0,0.0,NEGATIVE,-0.0,0.0,1,0.0,PERCENT,False,13,2000,same_type,tc_2020,PERCENT
P-Lee-Standard,qg_1241,correct,3,3,0.0,1.0,0.0,NEGATIVE,-0.0,0.0,1,0.0,PERCENT,False,13,2000,same_type,tc_2020,PERCENT
P-Lee-Standard,qg_1241,obvious_wrong,3,3,0.0,1.0,0.0,NEGATIVE,-0.0,0.0,1,0.0,PERCENT,False,13,2000,same_type,tc_2020,PERCENT
P-Lee-Standard,qw_1694,confusing_wrong,3,3,0.0,0.0,1.0,UNCERTAIN,-0.0,0.0,1,0.0,NORP,False,8,2000,same_type,sfq_7835,NORP
P-Lee-Standard,qw_1694,correct,3,3,0.0,1.0,0.0,NEGATIVE,-0.0,0.0,1,0.0,NORP,False,8,2000,same_type,sfq_7835,NORP
P-Lee-Standard,qw_1694,obvious_wrong,3,3,0.0,0.0,1.0,UNCERTAIN,-0.0,0.0,1,0.0,NORP,False,8,2000,same_type,sfq_7835,NORP
P-Lee-Standard,qw_9214,confusing_wrong,3,3,0.0,1.0,0.0,NEGATIVE,-0.0,0.0,1,0.0,ORG,False,23,1434,same_type,wh_738,ORG
P-Lee-Standard,qw_9214,correct,3,3,0.0,0.0,1.0,UNCERTAIN,-0.0,0.0,1,0.0,ORG,False,23,1434,same_type,wh_738,ORG
P-Lee-Standard,qw_9214,obvious_wrong,3,3,0.0,0.3333333333333333,0.6666666666666666,UNCERTAIN,0.6365141682948128,0.5793801642856949,2,0.3333333333333333,ORG,False,23,1434,same_type,wh_738,ORG
P-Lee-Standard,qz_4637,confusing_wrong,3,3,0.0,0.0,1.0,UNCERTAIN,-0.0,0.0,1,0.0,TIME,False,16,2000,same_type,odql_2231,TIME
P-Lee-Standard,qz_4637,correct,3,3,0.0,0.0,1.0,UNCERTAIN,-0.0,0.0,1,0.0,TIME,False,16,2000,same_type,odql_2231,TIME
P-Lee-Standard,qz_4637,obvious_wrong,3,3,0.0,0.0,1.0,UNCERTAIN,-0.0,0.0,1,0.0,TIME,False,16,2000,same_type,odql_2231,TIME
P-Lee-Standard,qz_5083,confusing_wrong,3,3,0.0,1.0,0.0,NEGATIVE,-0.0,0.0,1,0.0,CARDINAL,False,9,2000,same_type,jp_3306,CARDINAL
P-Lee-Standard,qz_5083,correct,3,3,0.0,0.0,1.0,UNCERTAIN,-0.0,0.0,1,0.0,CARDINAL,False,9,2000,same_type,jp_3306,CARDINAL
P-Lee-Standard,qz_5083,obvious_wrong,3,3,0.0,0.0,1.0,UNCERTAIN,-0.0,0.0,1,0.0,CARDINAL,False,9,2000,same_type,jp_3306,CARDINAL
P-Lee-Standard,sfq_1068,confusing_wrong,3,3,0.0,0.0,1.0,UNCERTAIN,-0.0,0.0,1,0.0,UNTAGGED,False,8,317,same_type,qf_2971,UNTAGGED
P-Lee-Standard,sfq_1068,correct,3,3,0.0,0.0,1.0,UNCERTAIN,-0.0,0.0,1,0.0,UNTAGGED,False,8,317,same_type,qf_2971,UNTAGGED
P-Lee-Standard,sfq_1068,obvious_wrong,3,3,0.0,0.0,1.0,UNCERTAIN,-0.0,0.0,1,0.0,UNTAGGED,False,8,317,same_type,qf_2971,UNTAGGED
P-Lee-Standard,sfq_12025,confusing_wrong,3,3,0.0,1.0,0.0,NEGATIVE,-0.0,0.0,1,0.0,QUANTITY,False,17,2000,same_type,odql_3814,QUANTITY
P-Lee-Standard,sfq_12025,correct,3,3,0.0,1.0,0.0,NEGATIVE,-0.0,0.0,1,0.0,QUANTITY,False,17,2000,same_type,odql_3814,QUANTITY
P-Lee-Standard,sfq_12025,obvious_wrong,3,3,0.0,1.0,0.0,NEGATIVE,-0.0,0.0,1,0.0,QUANTITY,False,17,2000,same_type,odql_3814,QUANTITY
P-Lee-Standard,sfq_13707,confusing_wrong,3,3,0.0,0.0,1.0,UNCERTAIN,-0.0,0.0,1,0.0,PERSON,False,13,2000,same_type,jp_67,PERSON
P-Lee-Standard,sfq_13707,correct,3,3,0.0,0.6666666666666666,0.3333333333333333,NEGATIVE,0.6365141682948128,0.5793801642856949,2,0.3333333333333333,PERSON,False,13,2000,same_type,jp_67,PERSON
P-Lee-Standard,sfq_13707,obvious_wrong,3,3,0.0,0.0,1.0,UNCERTAIN,-0.0,0.0,1,0.0,PERSON,False,13,2000,same_type,jp_67,PERSON
P-Lee-Standard,sfq_17940,confusing_wrong,3,3,0.0,0.0,1.0,UNCERTAIN,-0.0,0.0,1,0.0,GPE,False,14,2000,same_type,bb_914,GPE
P-Lee-Standard,sfq_17940,correct,3,3,0.0,0.0,1.0,UNCERTAIN,-0.0,0.0,1,0.0,GPE,False,14,2000,same_type,bb_914,GPE
P-Lee-Standard,sfq_17940,obvious_wrong,3,3,0.0,0.0,1.0,UNCERTAIN,-0.0,0.0,1,0.0,GPE,False,14,2000,same_type,bb_914,GPE
P-Lee-Standard,sfq_7835,confusing_wrong,3,3,0.0,0.0,1.0,UNCERTAIN,-0.0,0.0,1,0.0,NORP,False,10,2000,same_type,qw_1694,NORP
P-Lee-Standard,sfq_7835,correct,3,3,0.0,1.0,0.0,NEGATIVE,-0.0,0.0,1,0.0,NORP,False,10,2000,same_type,qw_1694,NORP
P-Lee-Standard,sfq_7835,obvious_wrong,3,3,0.0,0.0,1.0,UNCERTAIN,-0.0,0.0,1,0.0,NORP,False,10,2000,same_type,qw_1694,NORP
P-Lee-Standard,tc_2020,confusing_wrong,3,3,0.0,1.0,0.0,NEGATIVE,-0.0,0.0,1,0.0,PERCENT,False,10,1028,same_type,qg_1241,PERCENT
P-Lee-Standard,tc_2020,correct,3,3,0.0,1.0,0.0,NEGATIVE,-0.0,0.0,1,0.0,PERCENT,False,10,1028,same_type,qg_1241,PERCENT
P-Lee-Standard,tc_2020,obvious_wrong,3,3,0.0,0.0,1.0,UNCERTAIN,-0.0,0.0,1,0.0,PERCENT,False,10,1028,same_type,qg_1241,PERCENT
P-Lee-Standard,wh_738,confusing_wrong,3,3,0.0,0.0,1.0,UNCERTAIN,-0.0,0.0,1,0.0,ORG,False,16,2000,same_type,qw_9214,ORG
P-Lee-Standard,wh_738,correct,3,3,0.0,1.0,0.0,NEGATIVE,-0.0,0.0,1,0.0,ORG,False,16,2000,same_type,qw_9214,ORG
P-Lee-Standard,wh_738,obvious_wrong,3,3,0.0,0.0,1.0,UNCERTAIN,-0.0,0.0,1,0.0,ORG,False,16,2000,same_type,qw_9214,ORG
