question_id,answer_category,semantic_entropy,normalized_entropy,active_clusters,flip_rate,majority_verdict,n_trials,p_correct,p_incorrect,p_unsure,answer_type_ner,question_length,context_length,expected_verdict,is_unstable,is_mismatch,issue_type
bt_3620,correct,0.5004024235381879,0.7219280948873623,2,0.2,INCORRECT,30,0.0,0.8,0.2,ORG,7,2000,CORRECT,True,True,both
bt_3620,obvious_wrong,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,ORG,7,2000,INCORRECT,False,False,stable_correct
bt_4498,confusing_wrong,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,OTHER,11,2000,INCORRECT,False,False,stable_correct
bt_4498,correct,-0.0,0.0,1,0.0,CORRECT,30,1.0,0.0,0.0,OTHER,11,2000,CORRECT,False,False,stable_correct
bt_4498,obvious_wrong,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,OTHER,11,2000,INCORRECT,False,False,stable_correct
dpql_1177,confusing_wrong,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,LOCATION,10,2000,INCORRECT,False,False,stable_correct
dpql_1177,correct,-0.0,0.0,1,0.0,CORRECT,30,1.0,0.0,0.0,LOCATION,10,2000,CORRECT,False,False,stable_correct
dpql_1177,obvious_wrong,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,LOCATION,10,2000,INCORRECT,False,False,stable_correct
dpql_1872,confusing_wrong,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,ORG,17,2000,INCORRECT,False,False,stable_correct
dpql_1872,correct,-0.0,0.0,1,0.0,CORRECT,30,1.0,0.0,0.0,ORG,17,2000,CORRECT,False,False,stable_correct
dpql_1872,obvious_wrong,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,ORG,17,2000,INCORRECT,False,False,stable_correct
dpql_2596,confusing_wrong,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,LOCATION,8,2000,INCORRECT,False,False,stable_correct
dpql_2596,correct,0.6108643020548935,0.8812908992306927,2,0.3,INCORRECT,30,0.0,0.7,0.3,LOCATION,8,2000,CORRECT,True,True,both
dpql_2596,obvious_wrong,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,LOCATION,8,2000,INCORRECT,False,False,stable_correct
dpql_2873,confusing_wrong,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,PERSON,13,2000,INCORRECT,False,False,stable_correct
dpql_2873,correct,-0.0,0.0,1,0.0,CORRECT,30,1.0,0.0,0.0,PERSON,13,2000,CORRECT,False,False,stable_correct
dpql_2873,obvious_wrong,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,PERSON,13,2000,INCORRECT,False,False,stable_correct
dpql_4567,confusing_wrong,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,LOCATION,12,2000,INCORRECT,False,False,stable_correct
dpql_4567,correct,-0.0,0.0,1,0.0,CORRECT,30,1.0,0.0,0.0,LOCATION,12,2000,CORRECT,False,False,stable_correct
dpql_4567,obvious_wrong,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,LOCATION,12,2000,INCORRECT,False,False,stable_correct
dpql_4570,confusing_wrong,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,ORG,11,2000,INCORRECT,False,False,stable_correct
dpql_4570,correct,-0.0,0.0,1,0.0,CORRECT,30,1.0,0.0,0.0,ORG,11,2000,CORRECT,False,False,stable_correct
dpql_4570,obvious_wrong,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,ORG,11,2000,INCORRECT,False,False,stable_correct
dpql_4687,confusing_wrong,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,LOCATION,11,1282,INCORRECT,False,False,stable_correct
dpql_4687,correct,-0.0,0.0,1,0.0,CORRECT,30,1.0,0.0,0.0,LOCATION,11,1282,CORRECT,False,False,stable_correct
dpql_4687,obvious_wrong,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,LOCATION,11,1282,INCORRECT,False,False,stable_correct
dpql_4977,confusing_wrong,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,LOCATION,11,546,INCORRECT,False,False,stable_correct
dpql_4977,correct,-0.0,0.0,1,0.0,CORRECT,30,1.0,0.0,0.0,LOCATION,11,546,CORRECT,False,False,stable_correct
dpql_4977,obvious_wrong,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,LOCATION,11,546,INCORRECT,False,False,stable_correct
dpql_5290,confusing_wrong,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,PERSON,13,2000,INCORRECT,False,False,stable_correct
dpql_5290,correct,0.24493002679463532,0.3533593350214213,2,0.06666666666666667,INCORRECT,30,0.0,0.9333333333333333,0.06666666666666667,PERSON,13,2000,CORRECT,True,True,both
dpql_5290,obvious_wrong,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,PERSON,13,2000,INCORRECT,False,False,stable_correct
dpql_5765,confusing_wrong,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,PERSON,9,2000,INCORRECT,False,False,stable_correct
dpql_5765,correct,-0.0,0.0,1,0.0,CORRECT,30,1.0,0.0,0.0,PERSON,9,2000,CORRECT,False,False,stable_correct
dpql_5765,obvious_wrong,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,PERSON,9,2000,INCORRECT,False,False,stable_correct
jp_165,confusing_wrong,0.5799151714181009,0.8366407419411673,2,0.26666666666666666,INCORRECT,30,0.0,0.7333333333333333,0.26666666666666666,ORG,8,2000,INCORRECT,True,False,unstable_only
jp_165,correct,-0.0,0.0,1,0.0,CORRECT,30,1.0,0.0,0.0,ORG,8,2000,CORRECT,False,False,stable_correct
jp_165,obvious_wrong,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,ORG,8,2000,INCORRECT,False,False,stable_correct
jp_1832,confusing_wrong,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,LOCATION,9,2000,INCORRECT,False,False,stable_correct
jp_1832,correct,-0.0,0.0,1,0.0,CORRECT,30,1.0,0.0,0.0,LOCATION,9,2000,CORRECT,False,False,stable_correct
jp_1832,obvious_wrong,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,LOCATION,9,2000,INCORRECT,False,False,stable_correct
jp_1928,confusing_wrong,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,PERSON,9,1605,INCORRECT,False,False,stable_correct
jp_1928,correct,-0.0,0.0,1,0.0,CORRECT,30,1.0,0.0,0.0,PERSON,9,1605,CORRECT,False,False,stable_correct
jp_1928,obvious_wrong,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,PERSON,9,1605,INCORRECT,False,False,stable_correct
jp_2115,confusing_wrong,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,LOCATION,7,2000,INCORRECT,False,False,stable_correct
jp_2115,correct,-0.0,0.0,1,0.0,CORRECT,30,1.0,0.0,0.0,LOCATION,7,2000,CORRECT,False,False,stable_correct
jp_2115,obvious_wrong,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,LOCATION,7,2000,INCORRECT,False,False,stable_correct
jp_2283,confusing_wrong,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,ORG,5,2000,INCORRECT,False,False,stable_correct
jp_2283,correct,-0.0,0.0,1,0.0,CORRECT,30,1.0,0.0,0.0,ORG,5,2000,CORRECT,False,False,stable_correct
jp_2283,obvious_wrong,-0.0,0.0,1,0.0,CORRECT,30,1.0,0.0,0.0,ORG,5,2000,INCORRECT,False,True,mismatch_only
jp_2490,confusing_wrong,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,PERSON,7,2000,INCORRECT,False,False,stable_correct
jp_2490,correct,-0.0,0.0,1,0.0,CORRECT,30,1.0,0.0,0.0,PERSON,7,2000,CORRECT,False,False,stable_correct
jp_2490,obvious_wrong,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,PERSON,7,2000,INCORRECT,False,False,stable_correct
jp_3390,confusing_wrong,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,PERSON,5,2000,INCORRECT,False,False,stable_correct
jp_3390,correct,-0.0,0.0,1,0.0,CORRECT,30,1.0,0.0,0.0,PERSON,5,2000,CORRECT,False,False,stable_correct
jp_3390,obvious_wrong,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,PERSON,5,2000,INCORRECT,False,False,stable_correct
jp_4278,confusing_wrong,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,ORG,12,260,INCORRECT,False,False,stable_correct
jp_4278,correct,-0.0,0.0,1,0.0,CORRECT,30,1.0,0.0,0.0,ORG,12,260,CORRECT,False,False,stable_correct
jp_4278,obvious_wrong,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,ORG,12,260,INCORRECT,False,False,stable_correct
jp_4376,confusing_wrong,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,ORG,16,2000,INCORRECT,False,False,stable_correct
jp_4376,correct,0.24493002679463532,0.3533593350214213,2,0.06666666666666667,UNSURE,30,0.0,0.06666666666666667,0.9333333333333333,ORG,16,2000,CORRECT,True,True,both
jp_4376,obvious_wrong,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,ORG,16,2000,INCORRECT,False,False,stable_correct
jp_777,confusing_wrong,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,ORG,9,2000,INCORRECT,False,False,stable_correct
jp_777,correct,-0.0,0.0,1,0.0,CORRECT,30,1.0,0.0,0.0,ORG,9,2000,CORRECT,False,False,stable_correct
jp_777,obvious_wrong,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,ORG,9,2000,INCORRECT,False,False,stable_correct
odql_10060,confusing_wrong,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,OTHER,13,2000,INCORRECT,False,False,stable_correct
odql_10060,correct,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,OTHER,13,2000,CORRECT,False,True,mismatch_only
odql_10060,obvious_wrong,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,OTHER,13,2000,INCORRECT,False,False,stable_correct
odql_12322,confusing_wrong,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,PERSON,9,2000,INCORRECT,False,False,stable_correct
odql_12322,correct,-0.0,0.0,1,0.0,CORRECT,30,1.0,0.0,0.0,PERSON,9,2000,CORRECT,False,False,stable_correct
odql_12322,obvious_wrong,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,PERSON,9,2000,INCORRECT,False,False,stable_correct
odql_12607,confusing_wrong,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,PERSON,24,2000,INCORRECT,False,False,stable_correct
odql_12607,correct,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,PERSON,24,2000,CORRECT,False,True,mismatch_only
odql_12607,obvious_wrong,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,PERSON,24,2000,INCORRECT,False,False,stable_correct
odql_12857,confusing_wrong,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,LOCATION,10,2000,INCORRECT,False,False,stable_correct
odql_12857,correct,-0.0,0.0,1,0.0,CORRECT,30,1.0,0.0,0.0,LOCATION,10,2000,CORRECT,False,False,stable_correct
odql_12857,obvious_wrong,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,LOCATION,10,2000,INCORRECT,False,False,stable_correct
odql_13271,confusing_wrong,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,PERSON,16,1694,INCORRECT,False,False,stable_correct
odql_13271,correct,-0.0,0.0,1,0.0,CORRECT,30,1.0,0.0,0.0,PERSON,16,1694,CORRECT,False,False,stable_correct
odql_13271,obvious_wrong,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,PERSON,16,1694,INCORRECT,False,False,stable_correct
odql_13385,confusing_wrong,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,ORG,10,854,INCORRECT,False,False,stable_correct
odql_13385,correct,-0.0,0.0,1,0.0,CORRECT,30,1.0,0.0,0.0,ORG,10,854,CORRECT,False,False,stable_correct
odql_13385,obvious_wrong,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,ORG,10,854,INCORRECT,False,False,stable_correct
odql_13434,confusing_wrong,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,ORG,13,2000,INCORRECT,False,False,stable_correct
odql_13434,correct,-0.0,0.0,1,0.0,CORRECT,30,1.0,0.0,0.0,ORG,13,2000,CORRECT,False,False,stable_correct
odql_13434,obvious_wrong,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,ORG,13,2000,INCORRECT,False,False,stable_correct
odql_13739,confusing_wrong,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,OTHER,14,2000,INCORRECT,False,False,stable_correct
odql_13739,correct,0.24493002679463532,0.3533593350214213,2,0.06666666666666667,CORRECT,30,0.9333333333333333,0.06666666666666667,0.0,OTHER,14,2000,CORRECT,True,False,unstable_only
odql_13739,obvious_wrong,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,OTHER,14,2000,INCORRECT,False,False,stable_correct
odql_14204,confusing_wrong,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,LOCATION,15,1538,INCORRECT,False,False,stable_correct
odql_14204,correct,-0.0,0.0,1,0.0,CORRECT,30,1.0,0.0,0.0,LOCATION,15,1538,CORRECT,False,False,stable_correct
odql_14204,obvious_wrong,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,LOCATION,15,1538,INCORRECT,False,False,stable_correct
odql_14247,confusing_wrong,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,DATE,14,2000,INCORRECT,False,False,stable_correct
odql_14247,correct,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,DATE,14,2000,CORRECT,False,True,mismatch_only
odql_14247,obvious_wrong,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,DATE,14,2000,INCORRECT,False,False,stable_correct
odql_14578,confusing_wrong,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,ORG,17,2000,INCORRECT,False,False,stable_correct
odql_14578,correct,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,ORG,17,2000,CORRECT,False,True,mismatch_only
odql_14578,obvious_wrong,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,ORG,17,2000,INCORRECT,False,False,stable_correct
odql_2221,confusing_wrong,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,ORG,15,332,INCORRECT,False,False,stable_correct
odql_2221,correct,-0.0,0.0,1,0.0,CORRECT,30,1.0,0.0,0.0,ORG,15,332,CORRECT,False,False,stable_correct
odql_2221,obvious_wrong,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,ORG,15,332,INCORRECT,False,False,stable_correct
odql_2963,confusing_wrong,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,PERSON,20,2000,INCORRECT,False,False,stable_correct
odql_2963,correct,-0.0,0.0,1,0.0,CORRECT,30,1.0,0.0,0.0,PERSON,20,2000,CORRECT,False,False,stable_correct
