prompt_id,question_id,answer_category,n_trials,verdict_k,p_positive,p_negative,p_uncertain,majority_verdict,semantic_entropy,h_norm,active_clusters,flip_rate,spacy_label,evidence_present,question_length,context_length,swap_type,swap_source_qid,swap_source_tag
P-Lee-Standard,qz_4637,obvious_wrong,3,3,0.0,0.0,1.0,UNCERTAIN,-0.0,0.0,1,0.0,TIME,False,16,2000,cross_type,qw_1694,NORP
P-Lee-Standard,qz_5083,confusing_wrong,3,3,0.0,0.0,1.0,UNCERTAIN,-0.0,0.0,1,0.0,CARDINAL,False,9,2000,cross_type,qz_4637,TIME
P-Lee-Standard,qz_5083,correct,3,3,0.0,0.0,1.0,UNCERTAIN,-0.0,0.0,1,0.0,CARDINAL,False,9,2000,cross_type,qz_4637,TIME
P-Lee-Standard,qz_5083,obvious_wrong,3,3,0.0,1.0,0.0,NEGATIVE,-0.0,0.0,1,0.0,CARDINAL,False,9,2000,cross_type,qz_4637,TIME
P-Lee-Standard,sfq_1068,confusing_wrong,3,3,0.0,0.0,1.0,UNCERTAIN,-0.0,0.0,1,0.0,UNTAGGED,False,8,2000,cross_type,odql_2231,TIME
P-Lee-Standard,sfq_1068,correct,3,3,0.0,1.0,0.0,NEGATIVE,-0.0,0.0,1,0.0,UNTAGGED,False,8,2000,cross_type,odql_2231,TIME
P-Lee-Standard,sfq_1068,obvious_wrong,3,3,0.0,0.0,1.0,UNCERTAIN,-0.0,0.0,1,0.0,UNTAGGED,False,8,2000,cross_type,odql_2231,TIME
P-Lee-Standard,sfq_12025,confusing_wrong,3,3,0.0,1.0,0.0,NEGATIVE,-0.0,0.0,1,0.0,QUANTITY,False,17,2000,cross_type,qw_1694,NORP
P-Lee-Standard,sfq_12025,correct,3,3,0.0,1.0,0.0,NEGATIVE,-0.0,0.0,1,0.0,QUANTITY,False,17,2000,cross_type,qw_1694,NORP
P-Lee-Standard,sfq_12025,obvious_wrong,3,3,0.0,1.0,0.0,NEGATIVE,-0.0,0.0,1,0.0,QUANTITY,False,17,2000,cross_type,qw_1694,NORP
P-Lee-Standard,sfq_13707,confusing_wrong,3,3,0.0,1.0,0.0,NEGATIVE,-0.0,0.0,1,0.0,PERSON,False,13,2000,cross_type,qb_3486,WORK_OF_ART
P-Lee-Standard,sfq_13707,correct,3,3,0.0,1.0,0.0,NEGATIVE,-0.0,0.0,1,0.0,PERSON,False,13,2000,cross_type,qb_3486,WORK_OF_ART
P-Lee-Standard,sfq_13707,obvious_wrong,3,3,0.0,0.0,1.0,UNCERTAIN,-0.0,0.0,1,0.0,PERSON,False,13,2000,cross_type,qb_3486,WORK_OF_ART
P-Lee-Standard,sfq_17940,confusing_wrong,3,3,0.0,1.0,0.0,NEGATIVE,-0.0,0.0,1,0.0,GPE,False,14,2000,cross_type,odql_2231,TIME
P-Lee-Standard,sfq_17940,correct,3,3,0.0,1.0,0.0,NEGATIVE,-0.0,0.0,1,0.0,GPE,False,14,2000,cross_type,odql_2231,TIME
P-Lee-Standard,sfq_17940,obvious_wrong,3,3,0.0,0.0,1.0,UNCERTAIN,-0.0,0.0,1,0.0,GPE,False,14,2000,cross_type,odql_2231,TIME
P-Lee-Standard,sfq_7835,confusing_wrong,3,3,0.0,1.0,0.0,NEGATIVE,-0.0,0.0,1,0.0,NORP,False,10,2000,cross_type,jp_3011,LANGUAGE
P-Lee-Standard,sfq_7835,correct,3,3,0.0,1.0,0.0,NEGATIVE,-0.0,0.0,1,0.0,NORP,False,10,2000,cross_type,jp_3011,LANGUAGE
P-Lee-Standard,sfq_7835,obvious_wrong,3,3,0.0,0.3333333333333333,0.6666666666666666,UNCERTAIN,0.6365141682948128,0.5793801642856949,2,0.3333333333333333,NORP,False,10,2000,cross_type,jp_3011,LANGUAGE
P-Lee-Standard,tc_2020,confusing_wrong,3,3,0.0,1.0,0.0,NEGATIVE,-0.0,0.0,1,0.0,PERCENT,False,10,2000,cross_type,bb_5774,FAC
P-Lee-Standard,tc_2020,correct,3,3,0.0,1.0,0.0,NEGATIVE,-0.0,0.0,1,0.0,PERCENT,False,10,2000,cross_type,bb_5774,FAC
P-Lee-Standard,tc_2020,obvious_wrong,3,3,0.0,1.0,0.0,NEGATIVE,-0.0,0.0,1,0.0,PERCENT,False,10,2000,cross_type,bb_5774,FAC
P-Lee-Standard,wh_738,confusing_wrong,3,3,0.0,0.3333333333333333,0.6666666666666666,UNCERTAIN,0.6365141682948128,0.5793801642856949,2,0.3333333333333333,ORG,False,16,1588,cross_type,sfq_12025,QUANTITY
P-Lee-Standard,wh_738,correct,3,3,0.0,1.0,0.0,NEGATIVE,-0.0,0.0,1,0.0,ORG,False,16,1588,cross_type,sfq_12025,QUANTITY
P-Lee-Standard,wh_738,obvious_wrong,3,3,0.0,0.0,1.0,UNCERTAIN,-0.0,0.0,1,0.0,ORG,False,16,1588,cross_type,sfq_12025,QUANTITY
