question_id,answer_category,semantic_entropy,normalized_entropy,active_clusters,flip_rate,majority_verdict,n_trials,p_correct,p_incorrect,p_unsure,answer_type_ner,question_length,context_length
bt_3054,obvious_wrong,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,ORG,11,2000
bt_3116,confusing_wrong,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,LOCATION,7,2000
bt_3116,correct,-0.0,0.0,1,0.0,CORRECT,30,1.0,0.0,0.0,LOCATION,7,2000
bt_3116,obvious_wrong,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,LOCATION,7,2000
bt_3162,confusing_wrong,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,ORG,11,2000
bt_3162,correct,0.1461447460085638,0.21084230031853216,2,0.03333333333333333,UNSURE,30,0.0,0.03333333333333333,0.9666666666666667,ORG,11,2000
bt_3162,obvious_wrong,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,ORG,11,2000
bt_3259,confusing_wrong,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,PERSON,11,2000
bt_3259,correct,0.6842317651303003,0.9871377743721862,2,0.43333333333333335,UNSURE,30,0.43333333333333335,0.0,0.5666666666666667,PERSON,11,2000
bt_3259,obvious_wrong,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,PERSON,11,2000
bt_3620,confusing_wrong,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,ORG,7,2000
bt_3620,correct,0.5004024235381879,0.7219280948873623,2,0.2,INCORRECT,30,0.0,0.8,0.2,ORG,7,2000
bt_3620,obvious_wrong,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,ORG,7,2000
bt_4498,confusing_wrong,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,OTHER,11,2000
bt_4498,correct,-0.0,0.0,1,0.0,CORRECT,30,1.0,0.0,0.0,OTHER,11,2000
bt_4498,obvious_wrong,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,OTHER,11,2000
dpql_1177,confusing_wrong,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,LOCATION,10,2000
dpql_1177,correct,-0.0,0.0,1,0.0,CORRECT,30,1.0,0.0,0.0,LOCATION,10,2000
dpql_1177,obvious_wrong,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,LOCATION,10,2000
dpql_1872,confusing_wrong,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,ORG,17,2000
dpql_1872,correct,-0.0,0.0,1,0.0,CORRECT,30,1.0,0.0,0.0,ORG,17,2000
dpql_1872,obvious_wrong,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,ORG,17,2000
dpql_2596,confusing_wrong,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,LOCATION,8,2000
dpql_2596,correct,0.6108643020548935,0.8812908992306927,2,0.3,INCORRECT,30,0.0,0.7,0.3,LOCATION,8,2000
dpql_2596,obvious_wrong,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,LOCATION,8,2000
dpql_2873,confusing_wrong,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,PERSON,13,2000
dpql_2873,correct,-0.0,0.0,1,0.0,CORRECT,30,1.0,0.0,0.0,PERSON,13,2000
dpql_2873,obvious_wrong,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,PERSON,13,2000
dpql_4567,confusing_wrong,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,LOCATION,12,2000
dpql_4567,correct,-0.0,0.0,1,0.0,CORRECT,30,1.0,0.0,0.0,LOCATION,12,2000
dpql_4567,obvious_wrong,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,LOCATION,12,2000
dpql_4570,confusing_wrong,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,ORG,11,2000
dpql_4570,correct,-0.0,0.0,1,0.0,CORRECT,30,1.0,0.0,0.0,ORG,11,2000
dpql_4570,obvious_wrong,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,ORG,11,2000
dpql_4687,confusing_wrong,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,LOCATION,11,1282
dpql_4687,correct,-0.0,0.0,1,0.0,CORRECT,30,1.0,0.0,0.0,LOCATION,11,1282
dpql_4687,obvious_wrong,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,LOCATION,11,1282
dpql_4977,confusing_wrong,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,LOCATION,11,546
dpql_4977,correct,-0.0,0.0,1,0.0,CORRECT,30,1.0,0.0,0.0,LOCATION,11,546
dpql_4977,obvious_wrong,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,LOCATION,11,546
dpql_5290,confusing_wrong,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,PERSON,13,2000
dpql_5290,correct,0.24493002679463532,0.3533593350214213,2,0.06666666666666667,INCORRECT,30,0.0,0.9333333333333333,0.06666666666666667,PERSON,13,2000
dpql_5290,obvious_wrong,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,PERSON,13,2000
dpql_5765,confusing_wrong,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,PERSON,9,2000
dpql_5765,correct,-0.0,0.0,1,0.0,CORRECT,30,1.0,0.0,0.0,PERSON,9,2000
dpql_5765,obvious_wrong,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,PERSON,9,2000
jp_165,confusing_wrong,0.5799151714181009,0.8366407419411673,2,0.26666666666666666,INCORRECT,30,0.0,0.7333333333333333,0.26666666666666666,ORG,8,2000
jp_165,correct,-0.0,0.0,1,0.0,CORRECT,30,1.0,0.0,0.0,ORG,8,2000
jp_165,obvious_wrong,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,ORG,8,2000
jp_1832,confusing_wrong,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,LOCATION,9,2000
jp_1832,correct,-0.0,0.0,1,0.0,CORRECT,30,1.0,0.0,0.0,LOCATION,9,2000
jp_1832,obvious_wrong,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,LOCATION,9,2000
jp_1928,confusing_wrong,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,PERSON,9,1605
jp_1928,correct,-0.0,0.0,1,0.0,CORRECT,30,1.0,0.0,0.0,PERSON,9,1605
jp_1928,obvious_wrong,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,PERSON,9,1605
jp_2115,confusing_wrong,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,LOCATION,7,2000
jp_2115,correct,-0.0,0.0,1,0.0,CORRECT,30,1.0,0.0,0.0,LOCATION,7,2000
jp_2115,obvious_wrong,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,LOCATION,7,2000
jp_2283,confusing_wrong,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,ORG,5,2000
jp_2283,correct,-0.0,0.0,1,0.0,CORRECT,30,1.0,0.0,0.0,ORG,5,2000
jp_2283,obvious_wrong,-0.0,0.0,1,0.0,CORRECT,30,1.0,0.0,0.0,ORG,5,2000
jp_2490,confusing_wrong,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,PERSON,7,2000
jp_2490,correct,-0.0,0.0,1,0.0,CORRECT,30,1.0,0.0,0.0,PERSON,7,2000
jp_2490,obvious_wrong,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,PERSON,7,2000
jp_3390,confusing_wrong,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,PERSON,5,2000
jp_3390,correct,-0.0,0.0,1,0.0,CORRECT,30,1.0,0.0,0.0,PERSON,5,2000
jp_3390,obvious_wrong,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,PERSON,5,2000
jp_4278,confusing_wrong,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,ORG,12,260
jp_4278,correct,-0.0,0.0,1,0.0,CORRECT,30,1.0,0.0,0.0,ORG,12,260
jp_4278,obvious_wrong,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,ORG,12,260
jp_4376,confusing_wrong,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,ORG,16,2000
jp_4376,correct,0.24493002679463532,0.3533593350214213,2,0.06666666666666667,UNSURE,30,0.0,0.06666666666666667,0.9333333333333333,ORG,16,2000
jp_4376,obvious_wrong,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,ORG,16,2000
jp_777,confusing_wrong,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,ORG,9,2000
jp_777,correct,-0.0,0.0,1,0.0,CORRECT,30,1.0,0.0,0.0,ORG,9,2000
jp_777,obvious_wrong,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,ORG,9,2000
odql_10060,confusing_wrong,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,OTHER,13,2000
odql_10060,correct,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,OTHER,13,2000
odql_10060,obvious_wrong,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,OTHER,13,2000
odql_12322,confusing_wrong,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,PERSON,9,2000
odql_12322,correct,-0.0,0.0,1,0.0,CORRECT,30,1.0,0.0,0.0,PERSON,9,2000
odql_12322,obvious_wrong,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,PERSON,9,2000
odql_12607,confusing_wrong,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,PERSON,24,2000
odql_12607,correct,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,PERSON,24,2000
odql_12607,obvious_wrong,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,PERSON,24,2000
odql_12857,confusing_wrong,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,LOCATION,10,2000
odql_12857,correct,-0.0,0.0,1,0.0,CORRECT,30,1.0,0.0,0.0,LOCATION,10,2000
odql_12857,obvious_wrong,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,LOCATION,10,2000
odql_13271,confusing_wrong,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,PERSON,16,1694
odql_13271,correct,-0.0,0.0,1,0.0,CORRECT,30,1.0,0.0,0.0,PERSON,16,1694
odql_13271,obvious_wrong,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,PERSON,16,1694
odql_13385,confusing_wrong,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,ORG,10,854
odql_13385,correct,-0.0,0.0,1,0.0,CORRECT,30,1.0,0.0,0.0,ORG,10,854
odql_13385,obvious_wrong,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,ORG,10,854
odql_13434,confusing_wrong,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,ORG,13,2000
odql_13434,correct,-0.0,0.0,1,0.0,CORRECT,30,1.0,0.0,0.0,ORG,13,2000
odql_13434,obvious_wrong,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,ORG,13,2000
odql_13739,confusing_wrong,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,OTHER,14,2000
odql_13739,correct,0.24493002679463532,0.3533593350214213,2,0.06666666666666667,CORRECT,30,0.9333333333333333,0.06666666666666667,0.0,OTHER,14,2000
odql_13739,obvious_wrong,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,OTHER,14,2000
odql_14204,confusing_wrong,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,LOCATION,15,1538
odql_14204,correct,-0.0,0.0,1,0.0,CORRECT,30,1.0,0.0,0.0,LOCATION,15,1538
odql_14204,obvious_wrong,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,LOCATION,15,1538
odql_14247,confusing_wrong,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,DATE,14,2000
odql_14247,correct,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,DATE,14,2000
odql_14247,obvious_wrong,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,DATE,14,2000
odql_14578,confusing_wrong,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,ORG,17,2000
odql_14578,correct,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,ORG,17,2000
odql_14578,obvious_wrong,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,ORG,17,2000
odql_2221,confusing_wrong,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,ORG,15,332
odql_2221,correct,-0.0,0.0,1,0.0,CORRECT,30,1.0,0.0,0.0,ORG,15,332
odql_2221,obvious_wrong,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,ORG,15,332
odql_2963,confusing_wrong,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,PERSON,20,2000
odql_2963,correct,-0.0,0.0,1,0.0,CORRECT,30,1.0,0.0,0.0,PERSON,20,2000
odql_2963,obvious_wrong,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,PERSON,20,2000
odql_3626,confusing_wrong,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,ORG,11,1514
odql_3626,correct,-0.0,0.0,1,0.0,CORRECT,30,1.0,0.0,0.0,ORG,11,1514
odql_3626,obvious_wrong,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,ORG,11,1514
odql_4122,confusing_wrong,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,OTHER,16,2000
odql_4122,correct,-0.0,0.0,1,0.0,CORRECT,30,1.0,0.0,0.0,OTHER,16,2000
odql_4122,obvious_wrong,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,OTHER,16,2000
odql_5120,confusing_wrong,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,PERSON,15,2000
odql_5120,correct,0.9097944822721153,0.8281306259327341,3,0.36666666666666664,CORRECT,30,0.6333333333333333,0.2,0.16666666666666666,PERSON,15,2000
odql_5120,obvious_wrong,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,PERSON,15,2000
odql_5141,confusing_wrong,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,LOCATION,5,2000
odql_5141,correct,0.6931471805599453,1.0,2,0.5,INCORRECT,30,0.0,0.5,0.5,LOCATION,5,2000
odql_5141,obvious_wrong,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,LOCATION,5,2000
odql_5758,confusing_wrong,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,OTHER,13,2000
odql_5758,correct,1.0386088352168543,0.9453825029355898,3,0.5,UNSURE,30,0.23333333333333334,0.26666666666666666,0.5,OTHER,13,2000
odql_5758,obvious_wrong,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,OTHER,13,2000
odql_5818,confusing_wrong,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,PERSON,8,2000
odql_5818,correct,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,PERSON,8,2000
odql_5818,obvious_wrong,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,PERSON,8,2000
odql_5884,confusing_wrong,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,OTHER,10,2000
odql_5884,correct,-0.0,0.0,1,0.0,CORRECT,30,1.0,0.0,0.0,OTHER,10,2000
odql_5884,obvious_wrong,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,OTHER,10,2000
odql_6612,confusing_wrong,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,OTHER,13,2000
odql_6612,correct,-0.0,0.0,1,0.0,CORRECT,30,1.0,0.0,0.0,OTHER,13,2000
odql_6612,obvious_wrong,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,OTHER,13,2000
odql_7173,confusing_wrong,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,ORG,9,2000
odql_7173,correct,-0.0,0.0,1,0.0,CORRECT,30,1.0,0.0,0.0,ORG,9,2000
odql_7173,obvious_wrong,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,ORG,9,2000
odql_761,confusing_wrong,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,PERSON,14,2000
odql_761,correct,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,PERSON,14,2000
odql_761,obvious_wrong,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,PERSON,14,2000
odql_8192,confusing_wrong,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,ORG,28,2000
odql_8192,correct,-0.0,0.0,1,0.0,CORRECT,30,1.0,0.0,0.0,ORG,28,2000
odql_8192,obvious_wrong,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,ORG,28,2000
odql_8433,confusing_wrong,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,ORG,10,1638
odql_8433,correct,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,ORG,10,1638
odql_8433,obvious_wrong,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,ORG,10,1638
odql_872,confusing_wrong,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,ORG,8,1298
odql_872,correct,0.3250829733914482,0.46899559358928117,2,0.1,UNSURE,30,0.0,0.1,0.9,ORG,8,1298
odql_872,obvious_wrong,0.6931471805599453,1.0,2,0.5,INCORRECT,30,0.0,0.5,0.5,ORG,8,1298
odql_9260,confusing_wrong,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,OTHER,16,2000
odql_9260,correct,-0.0,0.0,1,0.0,CORRECT,30,1.0,0.0,0.0,OTHER,16,2000
odql_9260,obvious_wrong,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,OTHER,16,2000
qb_1253,confusing_wrong,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,PERSON,11,2000
qb_1253,correct,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,PERSON,11,2000
qb_1253,obvious_wrong,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,PERSON,11,2000
qb_1556,confusing_wrong,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,PERSON,9,474
qb_1556,correct,-0.0,0.0,1,0.0,CORRECT,30,1.0,0.0,0.0,PERSON,9,474
qb_1556,obvious_wrong,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,PERSON,9,474
qb_1652,confusing_wrong,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,PERSON,14,2000
qb_1652,correct,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,PERSON,14,2000
qb_1652,obvious_wrong,-0.0,0.0,1,0.0,INCORRECT,30,0.0,1.0,0.0,PERSON,14,2000
